"","broadband","blogs","onlinenews","income","age","race","educ1","interest","age1","sex","pid"
"855",NA,0,0,NA,67,"White","Some College",1,"(57,86]","Male","Independent"
"856","High Speed",0,1,"(4,6]",28,"White","College",2,"[18,40]","Male","Independent"
"857","Dial-Up",NA,NA,"(4,6]",44,"White","Some College",1,"(40,57]","Male","Independent"
"858",NA,NA,NA,"(4,6]",71,"Non-Whte","Some College",1,"(57,86]","Male","Democrat"
"859",NA,NA,NA,"(4,6]",28,"White","HS or Less",2,"[18,40]","Male","Independent"
"860","Dial-Up",NA,NA,NA,45,"White","College",1,"(40,57]","Female","Democrat"
"861","Dial-Up",NA,NA,NA,NA,"White","College",1,NA,"Male","Independent"
"862",NA,NA,NA,"[1,4]",58,"White","HS or Less",1,"(57,86]","Female","Independent"
"863","High Speed",1,0.5,"[1,4]",39,"Non-Whte","HS or Less",1,"[18,40]","Male","Independent"
"864",NA,0,1,"[1,4]",18,"White","HS or Less",3,"[18,40]","Female","Repubican"
"865",NA,0,0,"(4,6]",33,"White","Some College",3,"[18,40]","Female","Repubican"
"866",NA,NA,NA,"(6,8]",55,"White","HS or Less",2,"(40,57]","Male","Independent"
"867","Dial-Up",NA,NA,"(4,6]",32,"White","College",3,"[18,40]","Male","Independent"
"868",NA,NA,NA,"[1,4]",76,"White","HS or Less",1,"(57,86]","Male","Repubican"
"869",NA,NA,NA,"[1,4]",82,"White","College",1,"(57,86]","Male","Repubican"
"870",NA,NA,NA,"(4,6]",21,"White","HS or Less",2,"[18,40]","Male","Democrat"
"871","Dial-Up",NA,NA,NA,49,"White","College",1,"(40,57]","Female","Independent"
"872","Dial-Up",0,0,"(4,6]",54,"White","College",1,"(40,57]","Female","Repubican"
"873","Dial-Up",NA,NA,"(6,8]",26,"White","Some College",1,"[18,40]","Male","Repubican"
"874",NA,NA,NA,NA,29,"White","HS or Less",4,"[18,40]","Female","Independent"
"875","Dial-Up",0,0,"(4,6]",30,"White","College",2,"[18,40]","Female","Independent"
"876",NA,NA,NA,"[1,4]",26,"Non-Whte","HS or Less",2,"[18,40]","Male","Independent"
"877","High Speed",0,0,"(6,8]",28,"White","College",1,"[18,40]","Male","Repubican"
"878","High Speed",NA,NA,"(6,8]",49,"White","HS or Less",1,"(40,57]","Female","Repubican"
"879",NA,NA,NA,"(4,6]",46,"White","College",1,"(40,57]","Male","Democrat"
"880",NA,NA,NA,"(4,6]",58,"White","College",1,"(57,86]","Male","Independent"
"881","High Speed",0,0,"(4,6]",64,"White","HS or Less",1,"(57,86]","Female","Democrat"
"882",NA,NA,NA,"[1,4]",80,"White","Some College",1,"(57,86]","Female","Democrat"
"883",NA,NA,NA,NA,74,"White","Some College",3,"(57,86]","Female","Democrat"
"884",NA,NA,NA,"(4,6]",66,"White","HS or Less",1,"(57,86]","Male","Repubican"
"885",NA,NA,NA,"(4,6]",70,"White","Some College",1,"(57,86]","Female","Independent"
"886",NA,NA,NA,NA,44,"White","HS or Less",2,"(40,57]","Male","Independent"
"887","High Speed",NA,NA,"(6,8]",35,"White","College",1,"[18,40]","Female","Democrat"
"888",NA,NA,NA,"(6,8]",32,"Non-Whte","HS or Less",3,"[18,40]","Male","Independent"
"889","Dial-Up",0.5,0,"[1,4]",39,"Non-Whte","HS or Less",2,"[18,40]","Female","Democrat"
"890","High Speed",0,0,"(4,6]",51,"White","Some College",1,"(40,57]","Male","Independent"
"891",NA,NA,NA,NA,52,"White","HS or Less",1,"(40,57]","Male","Independent"
"892",NA,NA,NA,"[1,4]",82,"White","HS or Less",1,"(57,86]","Female","Repubican"
"893","High Speed",NA,NA,"[1,4]",71,"White","Some College",3,"(57,86]","Male","Repubican"
"894",NA,NA,NA,"[1,4]",62,"White","HS or Less",1,"(57,86]","Male","Repubican"
"895","High Speed",NA,NA,"[1,4]",26,"White","Some College",1,"[18,40]","Male","Repubican"
"896",NA,NA,NA,"[1,4]",77,"White","HS or Less",3,"(57,86]","Male","Repubican"
"897",NA,NA,NA,"[1,4]",77,"White","HS or Less",1,"(57,86]","Female","Repubican"
"898","Dial-Up",0,0,"(6,8]",50,"White","College",1,"(40,57]","Female","Repubican"
"899","High Speed",0,0,"(6,8]",28,"White","Some College",3,"[18,40]","Female","Democrat"
"900",NA,NA,NA,"(6,8]",35,"White","HS or Less",1,"[18,40]","Male","Independent"
"901","High Speed",NA,NA,NA,39,"White","College",1,"[18,40]","Male","Independent"
"902",NA,NA,NA,"[1,4]",56,"White","HS or Less",1,"(40,57]","Female","Democrat"
"903","High Speed",NA,NA,"(4,6]",50,"White","Some College",1,"(40,57]","Female","Independent"
"904",NA,NA,NA,NA,82,"White","College",4,"(57,86]","Male","Repubican"
"905",NA,0,0,"[1,4]",26,"White","Some College",1,"[18,40]","Female","Independent"
"906","Dial-Up",NA,NA,"(4,6]",32,"Non-Whte","Some College",1,"[18,40]","Female","Independent"
"907","High Speed",0,0,NA,19,"White","HS or Less",2,"[18,40]","Female","Independent"
"908",NA,NA,NA,NA,64,"Non-Whte","HS or Less",NA,"(57,86]","Female","Democrat"
"909","High Speed",0,1,"[1,4]",27,"White","College",1,"[18,40]","Male","Independent"
"910","High Speed",0,1,"(6,8]",41,"White","College",1,"(40,57]","Male","Independent"
"911","High Speed",NA,NA,"(6,8]",46,"White","College",1,"(40,57]","Female","Repubican"
"912",NA,0,0,"(4,6]",55,"White","College",1,"(40,57]","Female","Independent"
"913","Dial-Up",NA,NA,"(4,6]",43,"White","HS or Less",2,"(40,57]","Male","Independent"
"914","Dial-Up",NA,NA,"[1,4]",42,"White","HS or Less",3,"(40,57]","Female","Democrat"
"915",NA,NA,NA,"(6,8]",56,"White","College",1,"(40,57]","Male","Democrat"
"916","Dial-Up",0,0,"(4,6]",65,"White","Some College",1,"(57,86]","Female","Repubican"
"917","Dial-Up",NA,NA,"(4,6]",40,"Non-Whte","College",1,"[18,40]","Female","Democrat"
"918",NA,NA,NA,"[1,4]",30,"White","Some College",2,"[18,40]","Male","Independent"
"919","Dial-Up",0,0,"[1,4]",58,"White","Some College",1,"(57,86]","Female","Independent"
"920",NA,NA,NA,NA,76,"White","College",2,"(57,86]","Female","Repubican"
"921",NA,NA,NA,"(4,6]",22,"White","Some College",1,"[18,40]","Female","Independent"
"922","Dial-Up",0,0,"(6,8]",48,"White","HS or Less",1,"(40,57]","Female","Independent"
"923","Dial-Up",NA,NA,"(6,8]",35,"White","College",2,"[18,40]","Male","Repubican"
"924","High Speed",NA,NA,"(4,6]",34,"Non-Whte","College",2,"[18,40]","Female","Democrat"
"925",NA,NA,NA,NA,83,"White","Some College",1,"(57,86]","Male","Repubican"
"926",NA,NA,NA,NA,70,"White","Some College",1,"(57,86]","Female","Repubican"
"927",NA,NA,NA,"[1,4]",75,"White","HS or Less",4,"(57,86]","Male","Democrat"
"928","Dial-Up",NA,NA,NA,73,"White","Some College",1,"(57,86]","Female","Independent"
"929","Dial-Up",NA,NA,"(4,6]",30,"White","HS or Less",1,"[18,40]","Female","Independent"
"930","Dial-Up",NA,NA,"(4,6]",55,"White","Some College",2,"(40,57]","Female","Democrat"
"931",NA,NA,NA,NA,69,"White","HS or Less",3,"(57,86]","Male","Repubican"
"932",NA,0,1,"[1,4]",29,"White","College",1,"[18,40]","Male","Repubican"
"933",NA,NA,NA,"[1,4]",78,"White","HS or Less",2,"(57,86]","Male","Democrat"
"934",NA,NA,NA,"[1,4]",74,"Non-Whte","HS or Less",1,"(57,86]","Female","Repubican"
"935",NA,NA,NA,"(4,6]",29,"White","College",4,"[18,40]","Female","Independent"
"936",NA,NA,NA,"[1,4]",62,"White","HS or Less",3,"(57,86]","Male","Independent"
"937","Dial-Up",0,0.5,"(6,8]",41,"White","Some College",2,"(40,57]","Male","Independent"
"938","Dial-Up",0,0,NA,NA,"White","College",3,NA,"Male","Repubican"
"939","Dial-Up",NA,NA,"(4,6]",42,"White","Some College",2,"(40,57]","Female","Repubican"
"940",NA,NA,NA,NA,77,"White","HS or Less",1,"(57,86]","Female","Independent"
"941","High Speed",NA,NA,"(4,6]",48,"White","HS or Less",2,"(40,57]","Female","Repubican"
"942","Dial-Up",NA,NA,"(6,8]",59,"White","College",1,"(57,86]","Male","Repubican"
"943",NA,0,0,"[1,4]",42,"White","Some College",1,"(40,57]","Female","Independent"
"944",NA,0,0,"(6,8]",42,"White","College",2,"(40,57]","Female","Repubican"
"945","Dial-Up",NA,NA,"[1,4]",18,"Non-Whte","Some College",1,"[18,40]","Male","Democrat"
"946","Dial-Up",0,0,"[1,4]",63,"White","Some College",1,"(57,86]","Female","Democrat"
"947","High Speed",0,0,"(6,8]",35,"White","College",1,"[18,40]","Male","Repubican"
"948","Dial-Up",0,0,"(4,6]",37,"White","College",3,"[18,40]","Female","Repubican"
"949",NA,NA,NA,NA,85,"White","Some College",1,"(57,86]","Female","Repubican"
"950","Dial-Up",0,0,"(6,8]",52,"White","College",2,"(40,57]","Male","Repubican"
"951","High Speed",0,0,"[1,4]",19,"Non-Whte","HS or Less",3,"[18,40]","Male","Independent"
"952","High Speed",0,0,"[1,4]",77,"White","Some College",1,"(57,86]","Male","Democrat"
"953","High Speed",0,0,NA,50,"White","Some College",1,"(40,57]","Female","Independent"
"954","Dial-Up",NA,NA,"(4,6]",60,"White","HS or Less",2,"(57,86]","Male","Democrat"
"955",NA,NA,NA,NA,61,"White","HS or Less",1,"(57,86]","Male","Democrat"
"956",NA,0,0,NA,35,"White","Some College",2,"[18,40]","Male","Independent"
"957","Dial-Up",0,0,"[1,4]",57,"White","College",1,"(40,57]","Female","Democrat"
"958",NA,NA,NA,NA,91,"White","HS or Less",1,NA,"Male","Independent"
"959","High Speed",0,0,"(6,8]",23,"Non-Whte","Some College",1,"[18,40]","Male","Repubican"
"960",NA,NA,NA,"[1,4]",32,"Non-Whte","College",1,"[18,40]","Female","Democrat"
"961","High Speed",NA,NA,NA,NA,"Non-Whte","College",1,NA,"Female","Independent"
"962",NA,NA,NA,"(4,6]",60,"White","HS or Less",1,"(57,86]","Male","Democrat"
"963",NA,NA,NA,"[1,4]",84,"White","Some College",1,"(57,86]","Female","Democrat"
"964",NA,NA,NA,"[1,4]",85,"White","College",1,"(57,86]","Female","Repubican"
"965",NA,NA,NA,"[1,4]",27,"Non-Whte","HS or Less",1,"[18,40]","Male","Democrat"
"966",NA,NA,NA,"[1,4]",93,"White",NA,2,NA,"Male","Democrat"
"967",NA,NA,NA,NA,75,"Non-Whte","Some College",1,"(57,86]","Female","Democrat"
"968",NA,NA,NA,NA,59,"Non-Whte",NA,2,"(57,86]","Male","Independent"
"969",NA,NA,NA,"[1,4]",49,"White","HS or Less",1,"(40,57]","Female","Democrat"
"970","Dial-Up",NA,NA,"(6,8]",33,"White","College",1,"[18,40]","Female","Democrat"
"971",NA,NA,NA,"(6,8]",65,"White","College",1,"(57,86]","Male","Repubican"
"972","Dial-Up",0,0.5,"(6,8]",29,"White","College",1,"[18,40]","Male","Repubican"
"973",NA,NA,NA,NA,27,"White","HS or Less",1,"[18,40]","Female","Independent"
"974",NA,NA,NA,NA,47,"Non-Whte","HS or Less",2,"(40,57]","Male","Independent"
"975","High Speed",NA,NA,"(6,8]",25,"Non-Whte","College",3,"[18,40]","Male","Independent"
"976","High Speed",0,0,"(6,8]",58,"White","College",1,"(57,86]","Female","Democrat"
"977",NA,NA,NA,"(4,6]",41,"Non-Whte","College",2,"(40,57]","Female","Democrat"
"978","High Speed",0,0,"(6,8]",24,"White","College",1,"[18,40]","Female","Democrat"
"979","High Speed",NA,NA,"(6,8]",39,"White","College",1,"[18,40]","Male","Independent"
"980",NA,NA,NA,"[1,4]",59,"White","Some College",1,"(57,86]","Male","Democrat"
"981",NA,NA,NA,"[1,4]",36,"White","HS or Less",2,"[18,40]","Female","Independent"
"982",NA,NA,NA,"[1,4]",80,"White","HS or Less",1,"(57,86]","Female","Democrat"
"983","High Speed",0,0,"[1,4]",25,"White","Some College",1,"[18,40]","Female","Democrat"
"984","Dial-Up",NA,NA,"(6,8]",52,"White","College",2,"(40,57]","Female","Independent"
"985","High Speed",0,0,"(4,6]",47,"White","College",1,"(40,57]","Female","Independent"
"986","Dial-Up",NA,NA,"(6,8]",50,"White","Some College",1,"(40,57]","Female","Democrat"
"987","High Speed",NA,NA,"[1,4]",72,"White","College",1,"(57,86]","Female","Democrat"
"988",NA,NA,NA,"[1,4]",71,"White","HS or Less",2,"(57,86]","Male","Repubican"
"989",NA,NA,NA,"[1,4]",58,"White","HS or Less",1,"(57,86]","Female","Independent"
"990","High Speed",0,0,"(4,6]",38,"White","Some College",1,"[18,40]","Female","Democrat"
"991",NA,NA,NA,NA,85,"White","HS or Less",1,"(57,86]","Female","Repubican"
"992","Dial-Up",0,0,NA,72,"White","HS or Less",1,"(57,86]","Female","Repubican"
"993","High Speed",NA,NA,"[1,4]",39,"White","HS or Less",2,"[18,40]","Male","Repubican"
"994",NA,NA,NA,NA,48,"White","HS or Less",4,"(40,57]","Female","Democrat"
"995",NA,NA,NA,NA,66,"White","College",1,"(57,86]","Male","Independent"
"996",NA,NA,NA,"[1,4]",54,"White","HS or Less",2,"(40,57]","Female","Democrat"
"997",NA,NA,NA,"[1,4]",85,"White","HS or Less",3,"(57,86]","Male","Independent"
"998",NA,NA,NA,"[1,4]",36,"White","HS or Less",2,"[18,40]","Male","Repubican"
"999",NA,NA,NA,"[1,4]",81,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1000","Dial-Up",NA,NA,"(6,8]",52,"White","HS or Less",1,"(40,57]","Male","Repubican"
"1001","Dial-Up",NA,NA,"[1,4]",79,"White","Some College",2,"(57,86]","Female","Democrat"
"1002","Dial-Up",0,0,"[1,4]",66,"White","HS or Less",1,"(57,86]","Female","Democrat"
"1003",NA,NA,NA,"[1,4]",50,"White","HS or Less",1,"(40,57]","Male","Independent"
"1004","High Speed",0,0,"[1,4]",25,"White","College",2,"[18,40]","Male","Repubican"
"1005",NA,NA,NA,"[1,4]",78,"White","HS or Less",4,"(57,86]","Female","Repubican"
"1006","High Speed",NA,NA,"[1,4]",37,"White","Some College",2,"[18,40]","Male","Independent"
"1007","Dial-Up",0,0,"[1,4]",60,"White","HS or Less",2,"(57,86]","Female","Independent"
"1008",NA,NA,NA,"(6,8]",42,"White","Some College",2,"(40,57]","Female","Repubican"
"1009","Dial-Up",0,0,"[1,4]",66,"White","Some College",1,"(57,86]","Female","Independent"
"1010","Dial-Up",0,0,"(6,8]",47,"White","College",1,"(40,57]","Male","Repubican"
"1011","Dial-Up",0,0.5,"[1,4]",29,"White","College",1,"[18,40]","Female","Independent"
"1012","Dial-Up",0,0,NA,66,"White","College",1,"(57,86]","Male","Democrat"
"1013",NA,NA,NA,"[1,4]",53,"White","HS or Less",4,"(40,57]","Male","Independent"
"1014",NA,NA,NA,NA,58,"Non-Whte","HS or Less",1,"(57,86]","Female","Repubican"
"1015","High Speed",NA,NA,"(4,6]",52,"White","Some College",1,"(40,57]","Female","Repubican"
"1016","High Speed",0,0,"(6,8]",41,"White","College",1,"(40,57]","Male","Repubican"
"1017","Dial-Up",0,0,"[1,4]",19,"White","HS or Less",2,"[18,40]","Male","Independent"
"1018","Dial-Up",NA,NA,"[1,4]",57,"White","Some College",3,"(40,57]","Female","Repubican"
"1019","Dial-Up",0,0,"(6,8]",33,"White","College",1,"[18,40]","Male","Independent"
"1020",NA,NA,NA,"[1,4]",78,"White","HS or Less",3,"(57,86]","Female","Independent"
"1021",NA,NA,NA,"[1,4]",63,"White","HS or Less",2,"(57,86]","Female","Democrat"
"1022",NA,NA,NA,"[1,4]",26,"White","HS or Less",2,"[18,40]","Male","Repubican"
"1023","High Speed",NA,NA,"(6,8]",65,"White","College",1,"(57,86]","Female","Independent"
"1024","Dial-Up",NA,NA,NA,76,"White","Some College",1,"(57,86]","Male","Independent"
"1025","Dial-Up",0,0,"[1,4]",66,"Non-Whte","Some College",1,"(57,86]","Female","Democrat"
"1026","Dial-Up",0,0,"(4,6]",42,"Non-Whte","Some College",1,"(40,57]","Male","Repubican"
"1027",NA,NA,NA,NA,35,"White","Some College",4,"[18,40]","Male","Independent"
"1028",NA,NA,NA,"(4,6]",67,"White","HS or Less",1,"(57,86]","Male","Independent"
"1029",NA,NA,NA,NA,47,"Non-Whte","HS or Less",2,"(40,57]","Female","Independent"
"1030",NA,NA,NA,"(4,6]",36,"White","HS or Less",3,"[18,40]","Female","Repubican"
"1031",NA,NA,NA,"[1,4]",69,"White","Some College",1,"(57,86]","Female","Democrat"
"1032","Dial-Up",0,0,NA,68,"White","Some College",1,"(57,86]","Male","Repubican"
"1033",NA,NA,NA,NA,70,"White","College",1,"(57,86]","Female","Independent"
"1034","Dial-Up",NA,NA,"[1,4]",76,"White","College",1,"(57,86]","Male","Repubican"
"1035",NA,NA,NA,"[1,4]",26,"White","HS or Less",4,"[18,40]","Male","Independent"
"1036","Dial-Up",NA,NA,"(4,6]",34,"White","HS or Less",1,"[18,40]","Male","Repubican"
"1037","High Speed",NA,NA,"(6,8]",54,"White","College",1,"(40,57]","Female","Democrat"
"1038","High Speed",NA,NA,"(6,8]",49,"White","College",1,"(40,57]","Female","Democrat"
"1039","High Speed",NA,NA,"(4,6]",45,"White","Some College",1,"(40,57]","Female","Independent"
"1040",NA,NA,NA,NA,72,"White","HS or Less",4,"(57,86]","Female","Independent"
"1041",NA,NA,NA,"(4,6]",28,"White","Some College",1,"[18,40]","Female","Democrat"
"1042",NA,NA,NA,NA,78,"White","HS or Less",3,"(57,86]","Female","Democrat"
"1043","High Speed",0,1,"(6,8]",33,"White","College",2,"[18,40]","Male","Repubican"
"1044",NA,NA,NA,"[1,4]",33,"White","HS or Less",4,"[18,40]","Female","Independent"
"1045","High Speed",0,0,"[1,4]",31,"White","HS or Less",1,"[18,40]","Female","Independent"
"1046","Dial-Up",0,0,NA,44,"White","HS or Less",1,"(40,57]","Female","Repubican"
"1047",NA,NA,NA,NA,67,"Non-Whte","HS or Less",1,"(57,86]","Male","Democrat"
"1048",NA,NA,NA,NA,74,"White","Some College",4,"(57,86]","Male","Repubican"
"1049",NA,NA,NA,"(4,6]",57,"Non-Whte","College",1,"(40,57]","Male","Democrat"
"1050",NA,NA,NA,"[1,4]",48,"White","Some College",1,"(40,57]","Female","Repubican"
"1051",NA,NA,NA,"[1,4]",49,"White","HS or Less",2,"(40,57]","Female","Independent"
"1052",NA,NA,NA,"(4,6]",60,"Non-Whte","Some College",1,"(57,86]","Male","Democrat"
"1053",NA,NA,NA,NA,76,"White","HS or Less",1,"(57,86]","Female","Independent"
"1054",NA,NA,NA,"(6,8]",48,"White","HS or Less",1,"(40,57]","Female","Independent"
"1055",NA,NA,NA,NA,19,"Non-Whte","HS or Less",3,"[18,40]","Female","Democrat"
"1056",NA,NA,NA,"[1,4]",71,"White","HS or Less",1,"(57,86]","Female","Repubican"
"1057","Dial-Up",0,0,"(4,6]",55,"White","Some College",1,"(40,57]","Male","Independent"
"1058","Dial-Up",0,0,"(6,8]",34,"White","College",2,"[18,40]","Female","Repubican"
"1059","High Speed",0,1,"(6,8]",46,"Non-Whte","College",1,"(40,57]","Male","Repubican"
"1060",NA,NA,NA,"[1,4]",79,"Non-Whte","HS or Less",2,"(57,86]","Female","Repubican"
"1061",NA,NA,NA,"(4,6]",41,"White","College",1,"(40,57]","Female","Repubican"
"1062",NA,NA,NA,"(4,6]",51,"White","Some College",4,"(40,57]","Female","Independent"
"1063","High Speed",0,0,"(4,6]",47,"White","Some College",1,"(40,57]","Female","Democrat"
"1064",NA,NA,NA,NA,NA,"White","HS or Less",1,NA,"Female","Democrat"
"1065",NA,NA,NA,NA,51,"White","HS or Less",1,"(40,57]","Female","Repubican"
"1066","High Speed",NA,NA,"(4,6]",62,"White","College",1,"(57,86]","Male","Independent"
"1067","Dial-Up",NA,NA,"(4,6]",59,"White","College",2,"(57,86]","Male","Independent"
"1068","High Speed",0,0,"(6,8]",38,"White","Some College",1,"[18,40]","Male","Democrat"
"1069","High Speed",0,0,"(4,6]",46,"White","Some College",1,"(40,57]","Male","Repubican"
"1070","High Speed",NA,NA,"(6,8]",37,"White","College",1,"[18,40]","Male","Democrat"
"1071","Dial-Up",0,0.5,"(6,8]",52,"White","College",1,"(40,57]","Male","Independent"
"1072",NA,NA,NA,"[1,4]",60,"White","HS or Less",3,"(57,86]","Female","Democrat"
"1073",NA,NA,NA,"(6,8]",44,"White","College",1,"(40,57]","Female","Democrat"
"1074","High Speed",0,0,"[1,4]",18,"White","HS or Less",2,"[18,40]","Male","Democrat"
"1075",NA,NA,NA,"[1,4]",87,"White","College",1,NA,"Female","Independent"
"1076","Dial-Up",NA,NA,NA,52,"White","HS or Less",2,"(40,57]","Female","Repubican"
"1077",NA,NA,NA,"[1,4]",52,"White","Some College",2,"(40,57]","Female","Repubican"
"1078",NA,NA,NA,NA,57,"White","College",1,"(40,57]","Female","Independent"
"1079",NA,NA,NA,"[1,4]",50,"Non-Whte","Some College",3,"(40,57]","Male","Democrat"
"1080",NA,NA,NA,"[1,4]",91,"White","Some College",4,NA,"Female","Independent"
"1081",NA,NA,NA,NA,21,"White","HS or Less",2,"[18,40]","Male","Democrat"
"1082",NA,NA,NA,"[1,4]",70,"White","HS or Less",2,"(57,86]","Female","Democrat"
"1083",NA,NA,NA,"[1,4]",30,"White","HS or Less",3,"[18,40]","Male","Independent"
"1084","Dial-Up",0,0,"(4,6]",46,"White","Some College",2,"(40,57]","Male","Independent"
"1085",NA,NA,NA,"(4,6]",51,"White","Some College",2,"(40,57]","Male","Repubican"
"1086",NA,NA,NA,NA,70,"White",NA,3,"(57,86]","Female","Independent"
"1087","High Speed",0,0,"(6,8]",44,"White","College",1,"(40,57]","Male","Democrat"
"1088","High Speed",0,0,"(6,8]",35,"White","College",1,"[18,40]","Female","Democrat"
"1089",NA,NA,NA,"[1,4]",35,"White","HS or Less",4,"[18,40]","Male","Independent"
"1090",NA,NA,NA,NA,70,"White","HS or Less",3,"(57,86]","Male","Independent"
"1091","Dial-Up",0.5,0,"(6,8]",63,"White","HS or Less",1,"(57,86]","Male","Repubican"
"1092","Dial-Up",0,0,"(4,6]",49,"White","College",1,"(40,57]","Male","Independent"
"1093",NA,NA,NA,NA,85,"White","HS or Less",1,"(57,86]","Female","Repubican"
"1094",NA,NA,NA,"[1,4]",53,"White","Some College",2,"(40,57]","Female","Repubican"
"1095",NA,NA,NA,"[1,4]",33,"Non-Whte","HS or Less",2,"[18,40]","Male","Democrat"
"1096",NA,NA,NA,"(4,6]",57,"White","HS or Less",1,"(40,57]","Male","Democrat"
"1097",NA,NA,NA,"(4,6]",45,"White","HS or Less",2,"(40,57]","Male","Democrat"
"1098",NA,NA,NA,"(4,6]",47,"White","Some College",3,"(40,57]","Female","Repubican"
"1099",NA,NA,NA,NA,52,"White","HS or Less",1,"(40,57]","Male","Independent"
"1100","Dial-Up",0,0,"[1,4]",19,"Non-Whte","Some College",2,"[18,40]","Female","Democrat"
"1101",NA,0,0,NA,74,"White","College",1,"(57,86]","Female","Independent"
"1102","Dial-Up",0,0,"(4,6]",43,"Non-Whte","Some College",1,"(40,57]","Female","Repubican"
"1103",NA,NA,NA,NA,91,"White","HS or Less",2,NA,"Female","Repubican"
"1104","Dial-Up",NA,NA,NA,NA,"Non-Whte","College",2,NA,"Female","Independent"
